x,y
-3.0,-0.1411200080598672
-2.9393939393939394,-0.20082373513863774
-2.878787878787879,-0.25979004340277745
-2.8181818181818183,-0.3178024103126908
-2.757575757575758,-0.37464781617321513
-2.696969696969697,-0.4301175263356405
-2.6363636363636362,-0.4840078576651631
-2.5757575757575757,-0.5361209264593332
-2.515151515151515,-0.5862653750711555
-2.4545454545454546,-0.6342570745687081
-2.393939393939394,-0.6799198008511335
-2.333333333333333,-0.7230858817383248
-2.2727272727272725,-0.7635968126582092
-2.212121212121212,-0.8013038386708498
-2.1515151515151514,-0.8360685006921831
-2.090909090909091,-0.8677631439116801
-2.0303030303030303,-0.8962713865370349
-1.9696969696969697,-0.921488547144662
-1.9090909090909092,-0.9433220290667883
-1.8484848484848484,-0.9616916604036773
-1.7878787878787878,-0.9765299884124727
-1.7272727272727273,-0.9877825271916763
-1.6666666666666665,-0.9954079577517649
-1.606060606060606,-0.9993782797372988
-1.5454545454545454,-0.9996789142433975
-1.4848484848484849,-0.9963087573490481
-1.4242424242424243,-0.9892801841706702
-1.3636363636363635,-0.9786190034210545
-1.303030303030303,-0.9643643626405329
-1.2424242424242424,-0.9465686044483685
-1.1818181818181817,-0.9252970743422061
-1.121212121212121,-0.9006278807513378
-1.0606060606060606,-0.8726516082248618
-1.0,-0.8414709848078965
-0.9393939393939394,-0.8072005048272394
-0.8787878787878789,-0.7699660084715847
-0.8181818181818183,-0.7299042197100739
-0.7575757575757573,-0.6871622442459251
-0.6969696969696968,-0.6418970293486436
-0.6363636363636362,-0.5942747875482893
-0.5757575757575757,-0.5444703863079849
-0.5151515151515151,-0.4926667059157635
-0.4545454545454546,-0.4390539679535607
-0.39393939393939403,-0.3838290368091938
-0.33333333333333304,-0.327194696796152
-0.2727272727272725,-0.2693589075355984
-0.21212121212121193,-0.21053404033479026
-0.15151515151515138,-0.1509360983659228
-0.09090909090909083,-0.09078392350887028
-0.030303030303030276,-0.030298392770277023
0.030303030303030276,0.030298392770277023
0.09090909090909083,0.09078392350887028
0.15151515151515138,0.1509360983659228
0.21212121212121238,0.2105340403347907
0.27272727272727293,0.2693589075355988
0.3333333333333335,0.3271946967961524
0.39393939393939403,0.3838290368091938
0.4545454545454546,0.4390539679535607
0.5151515151515151,0.4926667059157635
0.5757575757575757,0.5444703863079849
0.6363636363636367,0.5942747875482897
0.6969696969696972,0.6418970293486439
0.7575757575757578,0.6871622442459254
0.8181818181818183,0.7299042197100739
0.8787878787878789,0.7699660084715847
0.9393939393939394,0.8072005048272394
1.0,0.8414709848078965
1.0606060606060606,0.8726516082248618
1.121212121212121,0.9006278807513378
1.1818181818181817,0.9252970743422061
1.2424242424242422,0.9465686044483684
1.3030303030303028,0.9643643626405328
1.3636363636363633,0.9786190034210545
1.4242424242424248,0.9892801841706703
1.4848484848484853,0.9963087573490481
1.5454545454545459,0.9996789142433975
1.6060606060606064,0.9993782797372988
1.666666666666667,0.9954079577517649
1.7272727272727275,0.9877825271916763
1.787878787878788,0.9765299884124727
1.8484848484848486,0.9616916604036772
1.9090909090909092,0.9433220290667883
1.9696969696969697,0.921488547144662
2.0303030303030303,0.8962713865370349
2.090909090909091,0.8677631439116801
2.1515151515151514,0.8360685006921831
2.212121212121212,0.8013038386708498
2.2727272727272725,0.7635968126582092
2.333333333333334,0.7230858817383242
2.3939393939393945,0.6799198008511331
2.454545454545455,0.6342570745687077
2.5151515151515156,0.5862653750711552
2.575757575757576,0.5361209264593328
2.6363636363636367,0.4840078576651627
2.6969696969696972,0.4301175263356401
2.757575757575758,0.37464781617321513
2.8181818181818183,0.3178024103126908
2.878787878787879,0.25979004340277745
2.9393939393939394,0.20082373513863774
3.0,0.1411200080598672
